ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-4176N|refseq:NP_009963|uniprotkb:P25358	DIP-6610N|refseq:NP_012710|uniprotkb:P32368	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55715E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5167N|refseq:NP_013014|uniprotkb:P36164	DIP-4866N|refseq:NP_011815|uniprotkb:P38723	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55731E	dip-quality-status:	dip:0005(high throughput)		-
DIP-8843N|refseq:NP_013096|uniprotkb:Q07798	DIP-5645N|refseq:NP_009850|uniprotkb:P38152	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55738E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5636N|refseq:NP_012248|uniprotkb:P40548	DIP-1706N|refseq:NP_013072|uniprotkb:Q07824	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55782E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7280N|refseq:NP_010562|uniprotkb:P87284	DIP-8952N|refseq:NP_013039|uniprotkb:Q12372	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55803E	dip-quality-status:	dip:0005(high throughput)		-
DIP-8961N|refseq:NP_013118|uniprotkb:Q12445	DIP-1615N|refseq:NP_010069|uniprotkb:Q02774	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55816E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2769N|refseq:NP_012418|uniprotkb:P46956	DIP-8961N|refseq:NP_013118|uniprotkb:Q12445	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55819E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5349N|refseq:NP_013315|uniprotkb:P32791	DIP-5331N|refseq:NP_010943|uniprotkb:P08456	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55860E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5072N|refseq:NP_013583|uniprotkb:P25297	DIP-2491N|refseq:NP_013395|uniprotkb:P39742	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55890E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2433N|refseq:NP_013482|uniprotkb:P32915	DIP-8128N|refseq:NP_009717|uniprotkb:P38286	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55894E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4669N|refseq:NP_013447|uniprotkb:Q06135	DIP-3851N|refseq:NP_013693|uniprotkb:Q03723	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55897E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3907N|refseq:NP_015482|uniprotkb:Q06451	DIP-5072N|refseq:NP_013583|uniprotkb:P25297	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55942E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5314N|refseq:NP_013774|uniprotkb:P38993	DIP-1858N|refseq:NP_014804|uniprotkb:Q12412	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55973E	dip-quality-status:	dip:0005(high throughput)		-
DIP-888N|refseq:NP_013806|uniprotkb:Q04301	DIP-783N|refseq:NP_015275|uniprotkb:P39107	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55978E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1786N|refseq:NP_012009|uniprotkb:P38842	DIP-3907N|refseq:NP_015482|uniprotkb:Q06451	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55533E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4669N|refseq:NP_013447|uniprotkb:Q06135	DIP-5667N|refseq:NP_012288|uniprotkb:P15367	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55580E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4024N|refseq:NP_013476|uniprotkb:P40319	DIP-2769N|refseq:NP_012418|uniprotkb:P46956	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55612E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7196N|refseq:NP_012922|uniprotkb:P36107	DIP-8755N|refseq:NP_012339|uniprotkb:P39540	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55692E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1706N|refseq:NP_013072|uniprotkb:Q07824	DIP-2457N|refseq:NP_010049|uniprotkb:Q99380	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55770E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4700N|refseq:NP_013184|uniprotkb:P32802	DIP-1441N|refseq:NP_012665|uniprotkb:P32906	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55849E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5072N|refseq:NP_013583|uniprotkb:P25297	DIP-7756N|refseq:NP_010083|uniprotkb:P38988	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55929E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5608N|refseq:NP_012522|uniprotkb:P47075	DIP-7873N|refseq:NP_012686|uniprotkb:P15365	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-55594E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2951N|refseq:NP_013908|uniprotkb:P39926	DIP-5948N|refseq:NP_011971|uniprotkb:P38814	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56001E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2540N|refseq:NP_013930|uniprotkb:P23644	DIP-2477N|refseq:NP_010616|uniprotkb:P28795	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56002E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7718N|refseq:NP_009513|uniprotkb:P18414	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56003E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-8095N|refseq:NP_009592|uniprotkb:P35206	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56004E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4888N|refseq:NP_009664|uniprotkb:P38264	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56005E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-7371N|refseq:NP_009668|uniprotkb:P16661	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56006E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-8128N|refseq:NP_009717|uniprotkb:P38286	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56007E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4973N|refseq:NP_009905|uniprotkb:P25376	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56008E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-4176N|refseq:NP_009963|uniprotkb:P25358	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56009E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-5599N|refseq:NP_010269|uniprotkb:Q99190	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56010E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1615N|refseq:NP_010069|uniprotkb:Q02774	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56011E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-6637N|refseq:NP_010883|uniprotkb:P39986	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56012E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5331N|refseq:NP_010943|uniprotkb:P08456	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56013E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-7177N|refseq:NP_011503|uniprotkb:P25340	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56014E	dip-quality-status:	dip:0005(high throughput)		-
DIP-8110N|refseq:NP_011800|uniprotkb:P53337	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56015E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2775N|refseq:NP_012001|uniprotkb:P38837	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56016E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1786N|refseq:NP_012009|uniprotkb:P38842	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56017E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5636N|refseq:NP_012248|uniprotkb:P40548	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56018E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-7189N|refseq:NP_012152|uniprotkb:P40478	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56019E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4481N|refseq:NP_012444|uniprotkb:P47026	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56020E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2769N|refseq:NP_012418|uniprotkb:P46956	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56021E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-8755N|refseq:NP_012339|uniprotkb:P39540	 -	-	-	-	MI:0112(ubiquitin reconstruction)|MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S|pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-56022E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1390N|refseq:NP_012651|uniprotkb:P47154	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56023E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4355N|refseq:NP_012919|uniprotkb:P43682	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56024E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4348N|refseq:NP_012917|uniprotkb:P28496	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56025E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7996N|refseq:NP_012858|uniprotkb:P35723	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56026E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4753N|refseq:NP_012768|uniprotkb:P36057	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56027E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4749N|refseq:NP_013077|uniprotkb:Q12164	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56028E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4669N|refseq:NP_013447|uniprotkb:Q06135	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56029E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-4024N|refseq:NP_013476|uniprotkb:P40319	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56030E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	DIP-4541N|refseq:NP_013664|uniprotkb:Q04697	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56031E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2059N|refseq:NP_014354|uniprotkb:P53633	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56032E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7868N|refseq:NP_014659|uniprotkb:Q12450	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56033E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5651N|refseq:NP_015097|uniprotkb:P40350	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56034E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5394N|refseq:NP_015090|uniprotkb:P32842	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56035E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3914N|refseq:NP_015353|uniprotkb:Q12402	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56036E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3907N|refseq:NP_015482|uniprotkb:Q06451	DIP-4410N|refseq:NP_013942|uniprotkb:Q03655	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56037E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2030N|refseq:NP_013970|uniprotkb:P20107	DIP-3791N|refseq:NP_013342|uniprotkb:Q06538	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56038E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2030N|refseq:NP_013970|uniprotkb:P20107	DIP-4450N|refseq:NP_013770|uniprotkb:P37296	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56039E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4810N|refseq:NP_014470|uniprotkb:P53631	DIP-2030N|refseq:NP_013970|uniprotkb:P20107	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56040E	dip-quality-status:	dip:0005(high throughput)		-
DIP-7636N|refseq:NP_014001|uniprotkb:Q03530	DIP-4888N|refseq:NP_009664|uniprotkb:P38264	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56041E	dip-quality-status:	dip:0005(high throughput)		-
DIP-4888N|refseq:NP_009664|uniprotkb:P38264	DIP-4642N|refseq:NP_014006|uniprotkb:Q03263	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56042E	dip-quality-status:	dip:0005(high throughput)		-
DIP-8128N|refseq:NP_009717|uniprotkb:P38286	DIP-4642N|refseq:NP_014006|uniprotkb:Q03263	 -	-	-	-	MI:0112(ubiquitin reconstruction)	-	pubmed:16093310|pubmed:DIP-4169S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-56043E	dip-quality-status:	dip:0005(high throughput)		-
